,id,geoid,population,below50pov,below125pov,below150pov,below185pov,below200pov,below300pov,below400pov,below500pov
63474,1400000US48141003100,"Census Tract 31, El Paso County, Texas",3017,294,1032,1511,2071,2217,2522,2812,2889
63475,1400000US48141003200,"Census Tract 32, El Paso County, Texas",2454,205,1216,1489,1785,1814,2093,2249,2370
63476,1400000US48141003300,"Census Tract 33, El Paso County, Texas",5433,342,1262,1807,2259,2655,3839,4891,5045
63477,1400000US48141003402,"Census Tract 34.02, El Paso County, Texas",5421,1059,1820,2105,2895,2907,3830,4529,5344
63478,1400000US48141003403,"Census Tract 34.03, El Paso County, Texas",6054,131,1592,1932,2087,2099,4079,5210,5582
63479,1400000US48141003404,"Census Tract 34.04, El Paso County, Texas",6046,175,1127,1307,1882,1921,2831,3209,3878
63480,1400000US48141003501,"Census Tract 35.01, El Paso County, Texas",3442,583,1090,1295,1603,1603,2720,3038,3094
63481,1400000US48141003502,"Census Tract 35.02, El Paso County, Texas",4184,769,2172,2414,2724,2957,3420,3951,4073
63482,1400000US48141003601,"Census Tract 36.01, El Paso County, Texas",4083,535,1432,1639,1868,1896,3277,3565,3693
63483,1400000US48141003602,"Census Tract 36.02, El Paso County, Texas",2516,391,1344,1575,1888,2017,2329,2466,2487
63484,1400000US48141003701,"Census Tract 37.01, El Paso County, Texas",4613,336,1835,2141,2488,2705,3881,4113,4336
63485,1400000US48141003702,"Census Tract 37.02, El Paso County, Texas",4156,374,2162,2646,2843,3032,3420,3739,4081
63486,1400000US48141003801,"Census Tract 38.01, El Paso County, Texas",5072,370,1635,2020,2648,2803,4112,4765,4962
63487,1400000US48141003803,"Census Tract 38.03, El Paso County, Texas",3053,58,752,1258,1437,1641,2027,2696,2800
63488,1400000US48141003804,"Census Tract 38.04, El Paso County, Texas",3963,609,1827,2059,2514,2765,3456,3699,3945
63489,1400000US48141003901,"Census Tract 39.01, El Paso County, Texas",3758,434,1768,1948,2411,2445,2940,3269,3522
63490,1400000US48141003902,"Census Tract 39.02, El Paso County, Texas",2511,147,919,1205,1575,1759,2169,2355,2392
63491,1400000US48141003903,"Census Tract 39.03, El Paso County, Texas",5807,1073,2764,3252,3749,3749,4899,5347,5777
63492,1400000US48141004002,"Census Tract 40.02, El Paso County, Texas",9536,1348,4173,4958,5911,6579,8252,8828,9344
63493,1400000US48141004003,"Census Tract 40.03, El Paso County, Texas",8116,584,2561,3016,5073,5294,7092,7508,7705
63494,1400000US48141004004,"Census Tract 40.04, El Paso County, Texas",5253,180,1644,2092,2463,2853,3899,4539,5024
63495,1400000US48141004103,"Census Tract 41.03, El Paso County, Texas",7336,972,3351,4226,4454,4606,6484,7065,7159
63496,1400000US48141004104,"Census Tract 41.04, El Paso County, Texas",6396,870,1607,1943,2444,2617,4187,5400,5627
63497,1400000US48141004105,"Census Tract 41.05, El Paso County, Texas",3118,220,1122,1608,1822,2004,2826,2906,3045
63498,1400000US48141004106,"Census Tract 41.06, El Paso County, Texas",5106,362,1605,2101,2501,2733,4010,4745,4864
63499,1400000US48141004107,"Census Tract 41.07, El Paso County, Texas",1593,31,303,529,707,783,1066,1255,1337
63500,1400000US48141004201,"Census Tract 42.01, El Paso County, Texas",5499,651,2489,3031,3754,3862,4802,5190,5423
63501,1400000US48141004202,"Census Tract 42.02, El Paso County, Texas",5366,297,1196,1878,2505,2816,4429,4876,5153
63502,1400000US48141004303,"Census Tract 43.03, El Paso County, Texas",5979,604,1618,1671,1933,2682,3655,4512,5147
63503,1400000US48141004307,"Census Tract 43.07, El Paso County, Texas",5894,473,1432,1599,2353,2631,3263,4094,4723
63504,1400000US48141004309,"Census Tract 43.09, El Paso County, Texas",5056,650,1390,1648,1738,1844,2591,3581,3996
63505,1400000US48141004310,"Census Tract 43.10, El Paso County, Texas",5273,292,1475,1707,2589,2779,3401,4368,4685
63506,1400000US48141004311,"Census Tract 43.11, El Paso County, Texas",4141,337,628,1001,1270,1390,2414,2992,3313
63507,1400000US48141004312,"Census Tract 43.12, El Paso County, Texas",4571,27,926,1308,1526,1647,2159,2810,3556
63508,1400000US48141004313,"Census Tract 43.13, El Paso County, Texas",3430,122,541,698,844,1060,1980,2552,2779
63509,1400000US48141004314,"Census Tract 43.14, El Paso County, Texas",4798,376,1768,2094,2416,2637,3398,3934,4225
63510,1400000US48141004316,"Census Tract 43.16, El Paso County, Texas",6151,151,1057,1521,2332,2600,4339,5070,5495
63511,1400000US48141004317,"Census Tract 43.17, El Paso County, Texas",4221,23,557,816,1458,1769,3079,3597,3959
63512,1400000US48141004318,"Census Tract 43.18, El Paso County, Texas",3762,338,650,936,946,946,1541,2137,2690
63513,1400000US48141004319,"Census Tract 43.19, El Paso County, Texas",5845,163,329,781,1545,1807,3260,4188,4645
63514,1400000US48141004320,"Census Tract 43.20, El Paso County, Texas",3260,337,1202,1298,1671,1722,2473,2858,2970
63515,1400000US48141010101,"Census Tract 101.01, El Paso County, Texas",4234,122,363,882,1712,1801,3165,3616,3879
63516,1400000US48141010102,"Census Tract 101.02, El Paso County, Texas",2765,317,1009,1094,1402,1504,2635,2707,2742
63517,1400000US48141010103,"Census Tract 101.03, El Paso County, Texas",1677,22,51,51,199,296,628,1047,1424
63518,1400000US48141010203,"Census Tract 102.03, El Paso County, Texas",3236,232,1582,1692,1995,2108,2492,2862,3043
63519,1400000US48141010207,"Census Tract 102.07, El Paso County, Texas",8353,119,963,1575,2023,2164,4789,6027,7416
63520,1400000US48141010210,"Census Tract 102.10, El Paso County, Texas",6897,428,763,946,1348,1366,3019,4243,5332
63521,1400000US48141010211,"Census Tract 102.11, El Paso County, Texas",2600,13,80,113,183,219,667,1063,1338
63522,1400000US48141010212,"Census Tract 102.12, El Paso County, Texas",8519,306,894,1484,2072,2245,4145,5561,6127
63523,1400000US48141010213,"Census Tract 102.13, El Paso County, Texas",7958,51,246,391,795,860,1453,2199,3527
63524,1400000US48141010214,"Census Tract 102.14, El Paso County, Texas",6022,229,380,565,720,926,1133,2217,2684
63525,1400000US48141010215,"Census Tract 102.15, El Paso County, Texas",9469,663,1003,1527,1790,2132,3082,4301,5809
63526,1400000US48141010216,"Census Tract 102.16, El Paso County, Texas",8976,1136,3149,3560,3927,4466,5346,7039,7717
63527,1400000US48141010217,"Census Tract 102.17, El Paso County, Texas",5057,81,425,480,889,945,1951,2704,3311
63528,1400000US48141010218,"Census Tract 102.18, El Paso County, Texas",3738,69,514,525,765,910,1302,1915,2314
63529,1400000US48141010219,"Census Tract 102.19, El Paso County, Texas",8956,179,1250,1414,1882,2172,3102,4586,5943
63530,1400000US48141010220,"Census Tract 102.20, El Paso County, Texas",5024,651,2169,2440,3002,3248,3923,4497,4778
63531,1400000US48141010221,"Census Tract 102.21, El Paso County, Texas",5116,461,1886,2133,2815,2984,3742,4313,4569
63532,1400000US48141010222,"Census Tract 102.22, El Paso County, Texas",1813,57,539,660,898,972,1271,1444,1542
63533,1400000US48141010303,"Census Tract 103.03, El Paso County, Texas",3381,190,634,823,860,1076,2136,2422,2919
63534,1400000US48141010307,"Census Tract 103.07, El Paso County, Texas",6332,371,1377,1698,2059,2343,3269,4529,5191
63535,1400000US48141010311,"Census Tract 103.11, El Paso County, Texas",6981,355,1828,2263,2995,3157,4563,5061,5719
63536,1400000US48141010312,"Census Tract 103.12, El Paso County, Texas",3749,189,699,800,1125,1125,1769,2101,2896
63537,1400000US48141010316,"Census Tract 103.16, El Paso County, Texas",4019,200,877,1007,1301,1472,2650,3393,3635
63538,1400000US48141010317,"Census Tract 103.17, El Paso County, Texas",4197,76,718,1156,1479,1562,2482,3240,3558
63539,1400000US48141010319,"Census Tract 103.19, El Paso County, Texas",593,163,313,341,376,376,451,540,551
63540,1400000US48141010322,"Census Tract 103.22, El Paso County, Texas",4879,286,951,1828,2667,2768,3813,4347,4502
63541,1400000US48141010323,"Census Tract 103.23, El Paso County, Texas",4330,119,329,666,1011,1192,2170,3025,3356
63542,1400000US48141010324,"Census Tract 103.24, El Paso County, Texas",7950,159,1274,1803,2291,2459,4543,5822,7106
63543,1400000US48141010325,"Census Tract 103.25, El Paso County, Texas",9200,266,1878,3465,4584,4663,6311,8009,8968
63544,1400000US48141010326,"Census Tract 103.26, El Paso County, Texas",5126,381,675,830,1243,1254,2918,3317,3828
63545,1400000US48141010327,"Census Tract 103.27, El Paso County, Texas",4106,56,706,1008,1111,1251,2316,2823,3289
63546,1400000US48141010328,"Census Tract 103.28, El Paso County, Texas",4601,300,577,708,1385,1628,2323,3170,3705
63547,1400000US48141010329,"Census Tract 103.29, El Paso County, Texas",6073,668,1779,2234,2772,2958,4155,4832,5323
63548,1400000US48141010330,"Census Tract 103.30, El Paso County, Texas",11422,426,1639,2340,3161,3711,6073,7638,9166
63549,1400000US48141010331,"Census Tract 103.31, El Paso County, Texas",11906,1093,2641,3124,3978,4557,6774,8983,10051
63550,1400000US48141010332,"Census Tract 103.32, El Paso County, Texas",9870,959,3036,3650,4669,4736,6627,8352,9102
63551,1400000US48141010333,"Census Tract 103.33, El Paso County, Texas",4490,800,1524,1793,2547,2619,3576,3900,4308
63552,1400000US48141010334,"Census Tract 103.34, El Paso County, Texas",3907,302,1357,1629,2118,2326,3119,3489,3753
63553,1400000US48141010335,"Census Tract 103.35, El Paso County, Texas",3844,369,1574,1832,2162,2162,3580,3743,3764
63554,1400000US48141010336,"Census Tract 103.36, El Paso County, Texas",6342,173,1044,1604,2401,2839,4188,5477,5773
63555,1400000US48141010337,"Census Tract 103.37, El Paso County, Texas",7139,134,559,1016,1815,1914,3539,5307,5673
63556,1400000US48141010338,"Census Tract 103.38, El Paso County, Texas",7110,86,1094,1645,1909,1909,2489,4241,5104
63557,1400000US48141010339,"Census Tract 103.39, El Paso County, Texas",8695,1227,3027,3362,3919,4798,6239,7442,8276
63558,1400000US48141010340,"Census Tract 103.40, El Paso County, Texas",2335,95,758,922,1316,1497,1985,2196,2290
63559,1400000US48141010341,"Census Tract 103.41, El Paso County, Texas",41220,1323,5129,7298,10042,12508,22494,30011,34384
63560,1400000US48141010342,"Census Tract 103.42, El Paso County, Texas",14737,1200,3233,3456,4664,5074,8401,10810,12015
63561,1400000US48141010343,"Census Tract 103.43, El Paso County, Texas",5375,236,630,860,1155,1277,2100,3408,4166
63562,1400000US48141010344,"Census Tract 103.44, El Paso County, Texas",3190,131,931,1409,1594,1686,2256,2967,3044
63563,1400000US48141010345,"Census Tract 103.45, El Paso County, Texas",10639,1197,2815,3153,4120,4411,6374,8183,8782
63564,1400000US48141010346,"Census Tract 103.46, El Paso County, Texas",4447,438,1151,1345,2258,2544,3490,3922,4146
63565,1400000US48141010347,"Census Tract 103.47, El Paso County, Texas",3888,527,1329,1661,2154,2335,3042,3433,3735
63566,1400000US48141010401,"Census Tract 104.01, El Paso County, Texas",5983,489,2055,2793,3061,3502,4768,5591,5718
63567,1400000US48141010404,"Census Tract 104.04, El Paso County, Texas",4254,413,1573,1896,2511,2729,3582,3927,4145
63568,1400000US48141010405,"Census Tract 104.05, El Paso County, Texas",7247,382,1889,2536,3554,4469,6049,6814,7105
63569,1400000US48141010406,"Census Tract 104.06, El Paso County, Texas",2960,172,1174,1365,1553,1726,2868,2960,2960
63570,1400000US48141010407,"Census Tract 104.07, El Paso County, Texas",6694,454,2788,3403,3619,3784,5450,6035,6376
63571,1400000US48141010408,"Census Tract 104.08, El Paso County, Texas",3942,584,1529,1585,1681,1687,2670,3485,3587
63572,1400000US48141010409,"Census Tract 104.09, El Paso County, Texas",6350,482,2273,2964,3226,3535,4378,5280,6094
63573,1400000US48141010501,"Census Tract 105.01, El Paso County, Texas",4764,144,1222,1613,2481,2567,3859,4212,4673
63574,1400000US48141010502,"Census Tract 105.02, El Paso County, Texas",1595,289,754,765,957,1020,1438,1484,1522
63575,1400000US48141010504,"Census Tract 105.04, El Paso County, Texas",1199,30,536,699,799,844,1040,1089,1138
63576,1400000US48141010505,"Census Tract 105.05, El Paso County, Texas",3043,378,1496,1729,2074,2106,2714,2878,2878
63577,1400000US48141010506,"Census Tract 105.06, El Paso County, Texas",2598,203,852,1184,1395,1513,2050,2439,2571
63578,1400000US48141010600,"Census Tract 106, El Paso County, Texas",5580,319,1154,1636,3007,3452,4462,4972,5353
63579,1400000US48141980000,"Census Tract 9800, El Paso County, Texas",0,0,0,0,0,0,0,0,0
63580,1400000US48143950100,"Census Tract 9501, Erath County, Texas",3763,112,300,366,560,677,1320,2101,2664
63581,1400000US48143950201,"Census Tract 9502.01, Erath County, Texas",3697,57,235,371,759,829,1189,2076,2255
63582,1400000US48143950202,"Census Tract 9502.02, Erath County, Texas",7053,461,1453,1592,1899,2027,3109,4306,5093
63583,1400000US48143950300,"Census Tract 9503, Erath County, Texas",5473,595,1737,2129,2457,2695,3228,4123,4689
63584,1400000US48143950400,"Census Tract 9504, Erath County, Texas",6663,662,1210,1429,1528,1565,2926,3917,5412
63585,1400000US48143950500,"Census Tract 9505, Erath County, Texas",7263,1035,2802,3243,3676,3818,4892,5800,6189
63586,1400000US48143950600,"Census Tract 9506, Erath County, Texas",3869,378,1034,1329,1651,2185,2571,3141,3338
63587,1400000US48143950700,"Census Tract 9507, Erath County, Texas",1980,50,410,702,858,887,1184,1497,1544
63588,1400000US48145000200,"Census Tract 2, Falls County, Texas",2810,174,551,658,745,764,1898,2123,2445
63589,1400000US48145000300,"Census Tract 3, Falls County, Texas",3085,667,1655,1823,1954,2037,2451,2928,3034
63590,1400000US48145000400,"Census Tract 4, Falls County, Texas",1612,80,575,703,735,772,1396,1558,1589
63591,1400000US48145000500,"Census Tract 5, Falls County, Texas",2328,122,384,428,523,550,1099,1396,1825
63592,1400000US48145000700,"Census Tract 7, Falls County, Texas",2862,408,911,1010,1137,1226,1815,1996,2407
63593,1400000US48145000800,"Census Tract 8, Falls County, Texas",2839,471,878,1000,1150,1167,1418,1967,2434
63594,1400000US48147950100,"Census Tract 9501, Fannin County, Texas",2863,243,720,938,1224,1252,1795,2361,2501
63595,1400000US48147950300,"Census Tract 9503, Fannin County, Texas",3067,116,442,623,919,975,1629,2212,2540
63596,1400000US48147950401,"Census Tract 9504.01, Fannin County, Texas",2496,201,898,968,1487,1498,1923,2254,2305
63597,1400000US48147950402,"Census Tract 9504.02, Fannin County, Texas",5946,276,1149,1404,1811,1878,2992,3761,4342
63598,1400000US48147950500,"Census Tract 9505, Fannin County, Texas",2587,164,489,636,699,778,1328,1837,2091
63599,1400000US48147950600,"Census Tract 9506, Fannin County, Texas",2431,156,573,695,872,1055,1497,1814,1974
63600,1400000US48147950701,"Census Tract 9507.01, Fannin County, Texas",4776,407,894,991,1411,1508,2441,3084,3624
63601,1400000US48147950702,"Census Tract 9507.02, Fannin County, Texas",3288,39,295,313,457,503,1248,1624,2275
63602,1400000US48147950800,"Census Tract 9508, Fannin County, Texas",4123,115,372,485,732,994,1522,2350,2885
63603,1400000US48149970100,"Census Tract 9701, Fayette County, Texas",2063,33,296,349,458,546,911,1256,1460
63604,1400000US48149970200,"Census Tract 9702, Fayette County, Texas",2254,45,326,375,412,500,877,1155,1713
63605,1400000US48149970300,"Census Tract 9703, Fayette County, Texas",5717,273,1197,1591,1613,1666,3013,4087,4372
63606,1400000US48149970400,"Census Tract 9704, Fayette County, Texas",3821,13,571,739,990,1024,1972,2483,2985
63607,1400000US48149970500,"Census Tract 9705, Fayette County, Texas",3680,246,589,681,976,982,1600,2294,2622
63608,1400000US48149970600,"Census Tract 9706, Fayette County, Texas",5167,292,728,1499,1709,1819,2956,3933,4389
63609,1400000US48149970700,"Census Tract 9707, Fayette County, Texas",2002,83,193,307,477,517,809,1262,1591
63610,1400000US48151950300,"Census Tract 9503, Fisher County, Texas",1902,89,240,369,521,561,1094,1425,1543
63611,1400000US48151950400,"Census Tract 9504, Fisher County, Texas",1918,140,517,573,667,772,1147,1375,1550
63612,1400000US48153950500,"Census Tract 9505, Floyd County, Texas",2357,36,415,501,684,711,1324,1754,2019
63613,1400000US48153950600,"Census Tract 9506, Floyd County, Texas",3399,258,795,1105,1514,1616,2319,2826,3097
63614,1400000US48155950100,"Census Tract 9501, Foard County, Texas",1239,73,159,332,507,546,694,901,1057
63615,1400000US48157670101,"Census Tract 6701.01, Fort Bend County, Texas",6633,403,1796,2401,3143,3530,5225,5779,6140
63616,1400000US48157670102,"Census Tract 6701.02, Fort Bend County, Texas",3320,472,824,958,1096,1289,2157,2705,3071
63617,1400000US48157670200,"Census Tract 6702, Fort Bend County, Texas",7760,236,1643,2027,2845,3426,4571,6468,6994
63618,1400000US48157670300,"Census Tract 6703, Fort Bend County, Texas",3319,301,1126,1388,1578,1628,2097,2469,2820
63619,1400000US48157670400,"Census Tract 6704, Fort Bend County, Texas",5242,299,1142,1330,2260,2269,2996,3583,4396
63620,1400000US48157670500,"Census Tract 6705, Fort Bend County, Texas",4720,112,280,499,1052,1146,2421,3064,3759
63621,1400000US48157670601,"Census Tract 6706.01, Fort Bend County, Texas",9695,440,1137,1353,1789,1908,4270,6042,7589
63622,1400000US48157670602,"Census Tract 6706.02, Fort Bend County, Texas",2027,22,319,664,781,870,1168,1607,1790
63623,1400000US48157670700,"Census Tract 6707, Fort Bend County, Texas",7262,261,887,951,1164,1264,1852,3041,4237
63624,1400000US48157670800,"Census Tract 6708, Fort Bend County, Texas",17599,1002,4293,5653,6620,6648,9828,12737,14342
